F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,Positive,Nagetive
4320,46150,646964,10238152,43998,470811,6569841,593974,6351505,9091008,4320,-199321850,9196574201964,-424323667816802648,-190027362,8767732719411,-404537207256942531,8358888643246,-385673414031151551,-367689262399254612,5.218100470471447e+24,1.0692293203737758e+27,1.9020368648075027e+32,-1.8133577126335492e+36,1.0692293203737758e+27,1.0696543806616605e+31,-1.2997478767547697e+35,1.9020368648075027e+32,-1.2997478767547699e+35,-1.8133577126335492e+36,46,4,22,27,23,17,7,16,21,31,12,31,15,13,13,31,34,20,11,24,0,1378769,13754304,187053086,2874621906,14819432,145223870,1958279548,204220634,1984857444,3134405678,1378769,-18963994217472,260836352340660528158,-3587619882298387820339947950,-20432558619776,281035418923391904446,-3865443783091289443832107956,302798693436423705242,-4164782259672439156261994108,-4487301392498051553404787074,1.6654062887896853e+27,1.1237106043578892e+29,6.398186413192826e+34,-6.350538987757043e+38,1.1237106043578878e+29,3.2353496720665923e+33,-4.788507309575034e+37,6.398186413192826e+34,-4.788507309575033e+37,-6.350538987757043e+38,10239,888,4440,6123,5318,3701,2155,3051,4606,6545,2480,6275,2966,2391,2980,5868,6610,4156,1590,5189,0,1488270,15872264,222868814,3474428264,15634274,163774862,2280641350,214262736,2224245110,3305803778,1488270,-23622198471016,374937518463820683342,-5951103277889852085705412072,-23268005331706,369315675227084600910,-5861871957825298152807532790,363778126359043247104,-5773978579335415442845178658,-5687403081216825711345943222,1.7976718488862355e+27,2.2795578826939415e+29,6.770933313295795e+34,-6.692059242726973e+38,2.2795578826939415e+29,3.622130906705979e+33,-5.012671755473129e+37,6.7709333132957945e+34,-5.012671755473129e+37,-6.692059242726973e+38,9035,788,4778,5190,4319,3422,778,3653,4193,6444,2548,6714,3319,3056,2467,7121,7636,4224,3019,4867,0,1,0
3707,36398,469980,6863072,37311,359616,4604910,476899,4497784,6797043,3707,-134890988,4908437836800,-178609133994970616,-138274566,5031559967106,-183089320152618582,5157770698204,-187681894657973602,-192389677057938348,1.0661099230620388e+22,-8.306682419419986e+22,2.5371527337364814e+29,-2.0061595670010375e+33,-8.306682419419972e+22,1.2765731916231386e+28,-1.670770579864624e+32,2.5371527337364814e+29,-1.670770579864624e+32,-2.0061595670010375e+33,16,9,16,32,14,21,14,9,6,50,8,4,29,21,12,24,17,22,19,8,0,1043345,11440310,156188518,2363696702,10998741,118941657,1611464343,151120777,1621795319,2330400687,1043345,-11936178796640,136553454768451850818,-1562212356809941335014907038,-11475470429904,131282813285047322187,-1501914642133295270618533035,126215606139520286560,-1443944277115977317434330845,-1388211431546882464683320766,1.2602497767046356e+27,1.4849551794864938e+29,4.767958927405139e+34,-4.720116877382903e+38,1.4849551794864938e+29,2.5440231027043424e+33,-3.5374109748182865e+37,4.767958927405139e+34,-3.5374109748182865e+37,-4.720116877382902e+38,2394,1271,2900,4017,2529,3450,2957,1834,869,9224,1299,907,5505,3677,2192,4141,4013,3659,3802,1136,0,1000755,10146181,135415449,2043580393,10445450,104165294,1378029710,142479336,1409078356,2186447114,1000755,-10153831220474,103022506461526640482,-1045283953136576460146971646,-10453325869300,106061230340577982144,-1076115364813933058971574168,109189583594196461836,-1107856171439834335061842060,-1140533196280816147480216486,1.2088055871126506e+27,1.731603261244488e+29,4.515856029872787e+34,-4.39856552313921e+38,1.731603261244488e+29,2.4277883077068454e+33,-3.239199615432893e+37,4.515856029872786e+34,-3.239199615432893e+37,-4.3985655231392096e+38,3238,1897,2732,7247,2399,3942,1971,1334,1243,8376,1517,501,4703,3715,2032,4307,1971,4085,2886,1680,0,0,1
386,1460,7044,38510,1296,4713,22305,5486,18805,26646,386,-562100,818541444,-1191978902210,-498960,726594153,-1058080897479,644978030,-939227881731,-833728937610,45994152.36145012,1472726936.1000545,4089602463290.8394,5178300294633.3125,1472726936.1000545,310282184792.68475,-44037742380847.5,4089602463290.839,-44037742380847.53,5178300294633.3125,6,0,4,1,3,5,1,4,2,1,2,2,0,0,0,5,1,5,1,0,0,5752,41836,491188,7207708,57072,397210,4530352,716660,4831528,10081722,5752,-240598836,10063943143188,-420961942933402740,-328221072,13729069501210,-574269505979713792,18728976524660,-783409238449216648,-1068714334336915590,6.947804144942537e+24,1.8685886949276008e+27,2.346989859071158e+32,-1.829493933944547e+36,1.8685886949276008e+27,1.130456150865915e+31,-1.0035180403236687e+35,2.346989859071158e+32,-1.0035180403236687e+35,-1.8294939339445468e+36,152,0,101,6,120,116,18,77,46,16,24,32,0,0,0,94,25,99,20,0,0,3865,44447,615657,9306521,32297,366583,5026981,397043,4431401,5739179,3865,-171743208,7631495445824,-339109326159343542,-124795608,5545355250600,-246410637115756676,4029481052410,-179052005513896748,-130106486312280060,4.668508869993553e+24,3.0382092227714665e+27,1.4006482487050562e+32,-1.0114825017652649e+36,3.0382092227714665e+27,1.1111034133897197e+31,-4.117891994845655e+34,1.4006482487050562e+32,-4.117891994845656e+34,-1.0114825017652646e+36,112,0,75,38,12,104,26,99,42,28,64,56,0,0,0,126,19,121,24,0,0,1,0
941,5692,44242,387130,4658,28478,222536,29472,180084,209816,941,-5350480,30422577538,-172981400276206,-4378520,24896050982,-141557776234508,20373478668,-115842606580132,-94798873528568,888035075614.5757,87960291003523.8,9.059435280572573e+17,-5.302849948662188e+20,87960291003523.8,5.780140730580206e+16,-2.274277127951492e+19,9.059435280572573e+17,-2.274277127951492e+19,-5.3028499486621886e+20,16,2,7,6,6,4,0,5,10,6,4,4,5,6,0,4,4,10,1,3,0,60494,513034,6353782,90449230,631496,5207192,63589380,8766358,71632990,136991054,60494,-31034965762,15921729427210534,-8168253508936833916798,-38201087528,19598132765128280,-10054342239507952397164,24123435191150230,-12375937865041790362750,-15233601008021910364226,7.307031709738416e+25,1.0442025795458062e+28,2.770647632538284e+33,-2.8020752824732704e+37,1.044202579545807e+28,1.5766138673194545e+32,-2.1316556273931795e+36,2.770647632538283e+33,-2.1316556273931798e+36,-2.8020752824732704e+37,1051,63,281,306,214,262,0,285,564,363,147,340,283,278,0,136,112,516,29,126,0,44070,444689,6147465,96212609,422146,4178794,57451034,4901092,48636228,62101990,44070,-19596999541,8714372386728493,-3875097611252463283069,-18603552074,8272607248731186,-3678653970627667361810,7853236891486580,-3492168816764637154516,-3315137315455603297418,5.323187216057325e+25,1.877064472804669e+28,1.6532503390044017e+33,-9.698835999685654e+36,1.8770644728046699e+28,6.82022570474747e+31,-2.3315244875661685e+35,1.6532503390044017e+33,-2.3315244875661685e+35,-9.698835999685652e+36,613,145,447,318,410,154,0,235,476,261,269,76,237,346,0,280,304,524,75,186,0,0,1
6467,82393,1387367,26401045,82991,1046768,17519636,1400621,17516502,26627489,6467,-532753138,43888342080152,-3615533063951068696,-536619806,44206878845063,-3641774176811277685,44527728214286,-3668205802198264239,-3694829323665888488,2.371555639683982e+30,1.4171050335666609e+32,2.3133946736849257e+38,-4.109757332141997e+42,1.4171050335666605e+32,1.2463177266762772e+37,-3.210379373144013e+41,2.3133946736849257e+38,-3.210379373144013e+41,-4.109757332141997e+42,52,30,22,20,22,43,24,39,18,63,9,17,20,17,62,48,20,45,20,27,0,3343076,34866016,481923084,7433644498,35123410,359964015,4934059843,480333630,4880399757,7390920082,3343076,-116559706439200,4063971374025860438028,-141694448565869915369867546542,-117420193885750,4093973134130646601455,-142740490100809220015946291157,4124196378475240713030,-143794253906487421804228121423,-144855796991602013826832847818,4.0380801963939346e+27,5.1075667831767994e+29,1.5183470224781247e+35,-1.4925689451448072e+39,5.107566783176801e+29,8.060320398705578e+33,-1.112381056817488e+38,1.518347022478125e+35,-1.112381056817488e+38,-1.4925689451448072e+39,17795,8765,7474,5713,5867,13704,7369,11754,5517,18640,2625,5262,5991,6491,18942,15271,4999,14126,6146,8820,0,3388592,35574179,488416763,7490700347,35346777,364968818,4968283200,482137241,4935275802,7424982123,3388592,-120546342791789,4288335910748738508953,-152553984281224716552806212055,-119775770421207,4260923439394716111788,-151578808406222130747320446268,4233686197687437749351,-150609866180199379951678981708,-149647117755595985182667954685,4.09305868273976e+27,5.9277419612681906e+29,1.528454393227996e+35,-1.4978836070509023e+39,5.9277419612681906e+29,8.233490540563521e+33,-1.112292584542766e+38,1.528454393227996e+35,-1.112292584542766e+38,-1.4978836070509023e+39,14393,9805,6144,6667,7751,12913,7487,12387,5625,20357,2946,5261,6389,4032,19436,14441,7381,13729,6234,7893,0,1,0
2659,24311,285559,3755201,21471,195109,2290895,226219,2022389,2691915,2659,-64618638,1570352969256,-38162496514284882,-57069918,1386904990126,-33704368195409888,1224887431756,-29767039265389854,-26289669545367348,2.235999133472765e+19,3.7736890150257044e+21,2.576469801693015e+26,-1.149150463664123e+30,3.7736890150257044e+21,1.447416478223003e+25,-7.716374907999016e+28,2.576469801693015e+26,-7.716374907999018e+28,-1.1491504636641228e+30,13,5,21,13,13,18,11,16,12,28,7,11,14,16,13,10,14,13,7,9,0,548844,5366480,69115194,1015446104,5912885,57011052,727667754,80685061,771816776,1234689473,548844,-2945354982640,15806159808199431994,-84823285938412995674517256,-3245245542055,17415513565205232652,-93459834952305910396544856,19188728724805540511,-102975741303773156901566544,-113460539519404669851762607,6.62945170049868e+26,4.068376326527809e+28,2.529589426265079e+34,-2.4941590020613586e+38,4.068376326527809e+28,1.2224057722131247e+33,-1.885342905979078e+37,2.529589426265079e+34,-1.885342905979078e+37,-2.4941590020613586e+38,2048,717,2869,1855,1898,2158,1545,2417,1548,3377,772,1122,2469,1784,1707,1514,1280,1773,757,1370,0,534914,5552816,72797472,1072675526,5496022,56257031,731262455,74207370,753785939,1135824436,534914,-2970273465008,16493351187179130144,-91584373152369155158697786,-2939893616086,16324657791357557255,-90647651516033691434490473,16157689785484592778,-89720510634702045617491329,-88802852516756751073066312,6.461192118198521e+26,1.1823521624249063e+29,2.3688613113622284e+34,-2.269988590175677e+38,1.1823521624249049e+29,1.2957387167778684e+33,-1.643805861919565e+37,2.3688613113622284e+34,-1.6438058619195648e+37,-2.269988590175677e+38,1397,608,2696,1590,1547,2612,1370,1823,1632,4043,1083,1793,1241,2456,1738,1136,2430,1672,1098,1015,0,0,1
637,2768,15312,96098,2750,11498,62304,14786,60110,88784,637,-1760448,4865273552,-13445953934238,-1749000,4833631498,-13358495842624,4802202286,-13271626106538,-13185340645716,607218135.8392483,8430121217.858384,136035614892961.58,-4.146011935856611e+16,8430121217.85838,8394808397628.181,-7148561722474948.0,136035614892961.56,-7148561722474948.0,-4.146011935856611e+16,1,8,2,0,2,2,0,1,9,6,3,5,4,0,2,3,2,7,0,3,0,12535,137095,1958683,30697021,134806,1432249,20175205,1867942,19569233,28901938,12535,-1718348730,235558226059008,-32291278832705164134,-1689658404,231625239100059,-31752128930768006403,227757920019930,-31221981050765644085,-30700684886512081530,1.5140946619759165e+25,9.992360373837475e+26,5.846321249855625e+32,-5.89791329775506e+36,9.992360373837508e+26,3.0104018342573903e+31,-4.5185676244381006e+35,5.846321249855625e+32,-4.5185676244381006e+35,-5.89791329775506e+36,16,284,97,0,35,54,0,39,219,131,81,167,99,0,94,119,69,242,0,84,0,13279,137095,1736919,24773533,166011,1689563,21380469,2446479,24744581,38900649,13279,-1820347410,249541734871844,-34208347912601367882,-2204294058,302174936293028,-41423553227826013510,365909503656996,-50160585674295679930,-60740428218439253514,1.6039619478562577e+25,-5.776202122110981e+27,7.252350846243413e+32,-8.350086861992528e+36,-5.776202122110983e+27,2.873211438250563e+31,-7.285163684602817e+35,7.252350846243413e+32,-7.285163684602816e+35,-8.350086861992529e+36,45,204,25,0,87,68,0,22,330,235,102,138,145,0,28,64,53,185,0,99,0,1,0
1902,14061,133743,1430823,12380,90032,850236,105788,750034,1029548,1902,-26729961,375652403643,-5279272182805065,-23534380,330742932032,-4648131617024028,291202465788,-4092445049158954,-3603191731464772,3920158647163157.5,5.2823008268751674e+17,1.5722274788571762e+22,-3.4931647333612693e+25,5.2823008268751674e+17,9.61170641463021e+20,-2.3959348123616172e+24,1.5722274788571762e+22,-2.3959348123616172e+24,-3.4931647333612693e+25,12,6,12,7,5,12,0,7,17,15,2,4,13,3,9,15,12,20,2,5,0,200130,1964879,26735245,412810631,2136175,20552353,277042521,28963013,275403203,434099437,200130,-393229269391,772644072888969293,-1518144527493481093647187,-427510566575,840002337236473953,-1650494705247829123064153,913232821338683013,-1794383026625355011017399,-1950815374359938229427013,2.417357516563544e+26,2.0694815674421915e+28,9.117900492349451e+33,-8.595907805021897e+37,2.0694815674421897e+28,4.44354323430924e+32,-6.126763842038663e+36,9.117900492349451e+33,-6.126763842038663e+36,-8.595907805021897e+37,1551,456,1307,796,407,916,0,711,1817,1256,95,472,819,193,659,881,901,2003,177,514,0,198136,2288082,32018132,487531098,2018142,22998162,319331634,27614326,312280758,427255548,198136,-453349127070,1037294742077359148,-2373403449348653431461318,-399864565170,914918296351918458,-2093397519853089710411142,806979400411796302,-1846425721423234551232566,-1628590801532558147740632,2.3932721176327106e+26,4.898643203171623e+28,8.822576895435211e+33,-8.61300374698561e+37,4.898643203171619e+28,5.170142849199182e+32,-6.292034481085416e+36,8.822576895435211e+33,-6.292034481085415e+36,-8.61300374698561e+37,597,618,841,457,488,1232,0,542,1226,1429,263,244,1508,344,952,1804,1247,1577,181,381,0,0,1
2761,23858,264128,3263258,22421,192328,2115888,233395,1990310,2726567,2761,-65848080,1570434552604,-37453860082949910,-61881960,1475845073790,-35197960152380200,1386952957314,-33077938831771500,-31085611654584756,1.3657486466646666e+18,9.062360488379097e+19,1.2416927845585665e+25,-5.287114265584546e+28,9.062360488379097e+19,6.622112625672593e+23,-4.3157811829160183e+27,1.2416927845585665e+25,-4.3157811829160183e+27,-5.287114265584546e+28,8,2,12,17,13,24,3,7,14,13,6,6,12,5,6,35,25,26,4,6,0,470896,5334823,75426309,1175580775,4953090,55276253,775399915,67495122,746682917,1035976458,470896,-2512141476585,13401801668278604435,-71496087951318405248176077,-2332385315550,12442836402455220833,-66380188859116025935014063,11552489849564496522,-61630357677521726477759929,-57220400434993036081201482,5.6879227757942616e+26,7.026232818596384e+28,2.1338891156324776e+34,-2.0875484373062365e+38,7.026232818596386e+28,1.1145841779804894e+33,-1.5521295558834104e+37,2.1338891156324776e+34,-1.5521295558834104e+37,-2.0875484373062365e+38,990,273,1308,1982,1868,2868,479,872,1922,1131,810,852,1477,548,572,4355,2526,4185,434,438,0,478838,5417227,76564995,1193618893,4889737,54473098,763821078,65408845,721936428,989384383,478838,-2593968724999,14052088067948353239,-76123191913066453676091007,-2341386995869,12683798362709609062,-68710871457770325056881684,11448742715556976129,-62020308631961033499633944,-55981223949075717104712667,5.7838536876842774e+26,1.1471444733243658e+29,2.0958012336781375e+34,-1.9528151828340375e+38,1.147144473324365e+29,1.1344098214758255e+33,-1.3687059035066061e+37,2.0958012336781375e+34,-1.3687059035066064e+37,-1.9528151828340375e+38,970,217,1632,2183,1317,3012,256,843,1508,2054,660,618,1463,677,898,4220,3599,2185,546,1032,0,1,0
6098,78076,1301892,24418456,75073,953888,15813140,1216841,15329716,22185361,6098,-476029372,37160374688388,-2900857676935179640,-457720081,35731092598496,-2789283323285948512,34356784902425,-2682000448400605228,-2578843987586961433,2.2362372492334824e+30,5.049100490564525e+32,2.0515341991320045e+38,-3.295864598210261e+42,5.049100490564528e+32,1.0973384667266607e+37,-2.3073690413138162e+41,2.0515341991320045e+38,-2.3073690413138162e+41,-3.295864598210261e+42,52,13,30,30,18,61,14,30,34,49,9,18,30,20,29,35,42,54,6,22,0,3053379,30874817,418275899,6414991205,32346601,321675893,4320213807,439453483,4332473835,6667511449,3053379,-94272486981826,2910644830444853568252,-89865597060453878740049293132,-98766399868178,3049393522983755102302,-94149436148594898944082799918,3194756282440249563260,-98637483275562642996707789754,-103339472916033882343085570576,3.688157036210104e+27,3.8789827502556415e+29,1.3866038801768459e+35,-1.33220129326834e+39,3.8789827502556415e+29,6.992628388964956e+33,-9.712444864564476e+37,1.386603880176846e+35,-9.712444864564476e+37,-1.33220129326834e+39,15828,3254,9642,11274,5681,17297,3467,9659,10485,15331,1894,4466,8853,5589,8382,7961,12609,17008,1194,8032,0,2985192,30911961,418034455,6318189237,29976507,305176999,4091669987,397203823,4008705105,5954419569,2985192,-92278107769551,2852496312977242668445,-88176225241518452662725417237,-89485598907837,2766174416868389815129,-85507847049424107437610606559,2682464783469393468133,-82920218993288552881905091605,-80410897422329011215521108541,3.6057943934369445e+27,8.645837769535733e+29,1.2824974006285544e+35,-1.1602849262757922e+39,8.645837769535733e+29,7.116371085363496e+33,-7.806765494582179e+37,1.2824974006285544e+35,-7.806765494582179e+37,-1.1602849262757922e+39,15216,4507,8268,6636,5065,19120,4891,8251,9813,13922,3479,6280,9057,6351,8931,12934,12465,15230,2388,5102,0,0,1
285,904,3394,13996,911,2836,10508,3431,10478,14159,285,-256736,231275522,-208340430980,-258724,233065788,-209952633746,234871074,-211578359026,-213217727506,808557.4526901855,-1472290.3539456653,14304367173.730947,247907154529.6801,-1472290.3539456655,957871594.845952,-284849422441.33746,14304367173.730946,-284849422441.33746,247907154529.68,0,0,0,0,1,2,2,1,5,3,2,0,0,0,3,2,2,1,0,1,0,1171,17424,269170,4291776,7306,130018,2181488,28540,958348,-303272,1171,-20386080,354903731314,-6178562137358496,-8548020,148813530754,-2590713118926404,62398485024,-1086303049993180,-455493771906480,1.4144434377134406e+24,1.6507589943354747e+27,1.9987533763143334e+31,2.5070082088498144e+35,1.6507589943354753e+27,7.023785075837247e+29,5.125103373379491e+34,1.9987533763143334e+31,5.125103373379491e+34,2.5070082088498144e+35,0,0,0,0,6,12,34,2,60,31,24,0,0,0,51,45,31,14,0,15,0,907,6563,46705,310193,14291,116687,1041323,220705,1858123,3460613,907,-5946078,38981083650,-255550776839040,-12947646,84881725552,-556464641234410,184830797010,-1211707474980938,-2638504535555436,1.0955595200735188e+24,-1.2640249347804454e+27,6.143852445456108e+31,-7.588959145825614e+35,-1.2640249347804454e+27,1.1374025442420185e+30,-7.066692886931741e+34,6.143852445456108e+31,-7.06669288693174e+34,-7.588959145825614e+35,0,0,0,0,20,40,18,24,70,47,28,0,0,0,27,7,21,12,0,11,0,1,0
